Journal_Id,Year,Authors,Title,DOI,Link1,Link2,Keyword
214,2019,,"A Word of Welcome to Our New Editorial Board Members, and Presentation of the New Editorial Board",10.1007/s10441-019-09346-y ,https://sci-hub.se/10.1007/s10441-019-09346-y,https://booksc.org/s/?q=10.1007/s10441-019-09346-y,editorial board
784,2019,"Doe, John",AC318   Editorial Board,10.2134/age2018.11.0300 ,https://sci-hub.se/10.2134/age2018.11.0300,https://booksc.org/s/?q=10.2134/age2018.11.0300,editorial board
1039,2017,,Issue Information - TOC,10.1002/ajcp.12087 ,https://sci-hub.se/10.1002/ajcp.12087,https://booksc.org/s/?q=10.1002/ajcp.12087,issue information
1039,2018,,Issue Information,10.1002/ajcp.12164 ,https://sci-hub.se/10.1002/ajcp.12164,https://booksc.org/s/?q=10.1002/ajcp.12164,issue information
1039,2019,,Issue Information,10.1002/ajcp.12259 ,https://sci-hub.se/10.1002/ajcp.12259,https://booksc.org/s/?q=10.1002/ajcp.12259,issue information
1039,2020,,Issue Information,10.1002/ajcp.12343 ,https://sci-hub.se/10.1002/ajcp.12343,https://booksc.org/s/?q=10.1002/ajcp.12343,issue information
1518,2018,,Editorial Board,10.1016/s0890-5096(17)31045-2 ,https://sci-hub.se/10.1016/s0890-5096%2817%2931045-2,https://booksc.org/s/?q=10.1016/s0890-5096%2817%2931045-2,editorial board
1518,2019,,Editorial Board,10.1016/S0890-5096(18)30823-9 ,https://sci-hub.se/10.1016/S0890-5096%2818%2930823-9,https://booksc.org/s/?q=10.1016/S0890-5096%2818%2930823-9,editorial board
1518,2020,,Editorial Board,10.1016/s0890-5096(19)30995-1 ,https://sci-hub.se/10.1016/s0890-5096%2819%2930995-1,https://booksc.org/s/?q=10.1016/s0890-5096%2819%2930995-1,editorial board
2832,2017,,Editorial Board ofBiological Cybernetics: Advances in Computational Neuroscience,10.1007/s00422-017-0709-y ,https://sci-hub.se/10.1007/s00422-017-0709-y,https://booksc.org/s/?q=10.1007/s00422-017-0709-y,editorial board
2832,2020,"Stefanie, Dether",Editorial Board of Biological Cybernetics: Advances in Computational Neuroscience,10.1007/s00422-020-00827-9 ,https://sci-hub.se/10.1007/s00422-020-00827-9,https://booksc.org/s/?q=10.1007/s00422-020-00827-9,editorial board
4131,2020,,Editorial Board and Imprint 2020,10.1007/s10583-020-09401-0 ,https://sci-hub.se/10.1007/s10583-020-09401-0,https://booksc.org/s/?q=10.1007/s10583-020-09401-0,editorial board
6207,2019,,Issue Information,10.1111/1440-1703.1273 ,https://sci-hub.se/10.1111/1440-1703.1273,https://booksc.org/s/?q=10.1111/1440-1703.1273,issue information
6207,2020,,Issue Information,10.1111/1440-1703.12015 ,https://sci-hub.se/10.1111/1440-1703.12015,https://booksc.org/s/?q=10.1111/1440-1703.12015,issue information
6336,2018,"Greenbaum, Hannah K.; Goodsir, Hayden L.; Smith, M Cecil; Robinson, Daniel H. ","Female Participation as Top-Producing Authors, Editors, and Editorial Board Members in Educational Psychology Journals from 2009 to 2016",10.1007/s10648-018-9452-8 ,https://sci-hub.se/10.1007/s10648-018-9452-8,https://booksc.org/s/?q=10.1007/s10648-018-9452-8,editorial board
6689,2018,,Issue Information,10.1111/eea.12647 ,https://sci-hub.se/10.1111/eea.12647,https://booksc.org/s/?q=10.1111/eea.12647,issue information
6689,2019,,Issue Information,10.1111/eea.12769 ,https://sci-hub.se/10.1111/eea.12769,https://booksc.org/s/?q=10.1111/eea.12769,issue information
6689,2020,,Issue Information,10.1111/eea.12879 ,https://sci-hub.se/10.1111/eea.12879,https://booksc.org/s/?q=10.1111/eea.12879,issue information
7190,2017,,Issue Information,10.1111/1475-6765.12193 ,https://sci-hub.se/10.1111/1475-6765.12193,https://booksc.org/s/?q=10.1111/1475-6765.12193,issue information
7190,2017,,Issue Information,10.1111/2047-8852.12192 ,https://sci-hub.se/10.1111/2047-8852.12192,https://booksc.org/s/?q=10.1111/2047-8852.12192,issue information
7190,2018,,Issue Information,10.1111/1475-6765.12239 ,https://sci-hub.se/10.1111/1475-6765.12239,https://booksc.org/s/?q=10.1111/1475-6765.12239,issue information
7190,2019,,Issue Information,10.1111/1475-6765.12294 ,https://sci-hub.se/10.1111/1475-6765.12294,https://booksc.org/s/?q=10.1111/1475-6765.12294,issue information
7190,2019,,Issue Information,10.1111/2047-8852.12211 ,https://sci-hub.se/10.1111/2047-8852.12211,https://booksc.org/s/?q=10.1111/2047-8852.12211,issue information
7190,2020,,Issue Information,10.1111/1475-6765.12343 ,https://sci-hub.se/10.1111/1475-6765.12343,https://booksc.org/s/?q=10.1111/1475-6765.12343,issue information
7190,2020,,Issue Information,10.1111/2047-8852.12233 ,https://sci-hub.se/10.1111/2047-8852.12233,https://booksc.org/s/?q=10.1111/2047-8852.12233,issue information
12555,2017,,Issue Information,10.1002/jcsm.12150 ,https://sci-hub.se/10.1002/jcsm.12150,https://booksc.org/s/?q=10.1002/jcsm.12150,issue information
12555,2018,,Issue Information,10.1002/jcsm.12239 ,https://sci-hub.se/10.1002/jcsm.12239,https://booksc.org/s/?q=10.1002/jcsm.12239,issue information
12555,2019,,Issue Information,10.1002/jcsm.12323 ,https://sci-hub.se/10.1002/jcsm.12323,https://booksc.org/s/?q=10.1002/jcsm.12323,issue information
12555,2020,,Issue Information,10.1002/jcsm.12452 ,https://sci-hub.se/10.1002/jcsm.12452,https://booksc.org/s/?q=10.1002/jcsm.12452,issue information
12607,2020,"Perbal, Bernard",JCCS editorial board: a wide array of expertise,10.1007/s12079-020-00561-8 ,https://sci-hub.se/10.1007/s12079-020-00561-8,https://booksc.org/s/?q=10.1007/s12079-020-00561-8,editorial board
13584,2019,,Issue Information,10.1002/jgc4.1000 ,https://sci-hub.se/10.1002/jgc4.1000,https://booksc.org/s/?q=10.1002/jgc4.1000,issue information
13584,2020,,Issue Information,10.1002/jgc4.1137 ,https://sci-hub.se/10.1002/jgc4.1137,https://booksc.org/s/?q=10.1002/jgc4.1137,issue information
13697,2017,,Issue Information - IFA,10.1002/jhbp.434 ,https://sci-hub.se/10.1002/jhbp.434,https://booksc.org/s/?q=10.1002/jhbp.434,issue information
13697,2019,,Issue Information - IFA,10.1002/jhbp.607 ,https://sci-hub.se/10.1002/jhbp.607,https://booksc.org/s/?q=10.1002/jhbp.607,issue information
13697,2020,,Issue Information â IFA,10.1002/jhbp.702 ,https://sci-hub.se/10.1002/jhbp.702,https://booksc.org/s/?q=10.1002/jhbp.702,issue information
13875,2020,,Issue Information,10.1002/jimd.12112 ,https://sci-hub.se/10.1002/jimd.12112,https://booksc.org/s/?q=10.1002/jimd.12112,issue information
13914,2019,"Valavanis, Kimon",New Editorial Board Members,10.1007/s10846-018-0950-1 ,https://sci-hub.se/10.1007/s10846-018-0950-1,https://booksc.org/s/?q=10.1007/s10846-018-0950-1,editorial board
15398,2018,,Issue Information,10.1002/jsde.12031 ,https://sci-hub.se/10.1002/jsde.12031,https://booksc.org/s/?q=10.1002/jsde.12031,issue information
15398,2019,,Issue Information,10.1002/jsde.12171 ,https://sci-hub.se/10.1002/jsde.12171,https://booksc.org/s/?q=10.1002/jsde.12171,issue information
15398,2020,,Issue Information,10.1002/jsde.12306 ,https://sci-hub.se/10.1002/jsde.12306,https://booksc.org/s/?q=10.1002/jsde.12306,issue information
15490,2018,,Issue Information,10.1002/aocs.12051 ,https://sci-hub.se/10.1002/aocs.12051,https://booksc.org/s/?q=10.1002/aocs.12051,issue information
15490,2019,,Issue Information,10.1002/aocs.12111 ,https://sci-hub.se/10.1002/aocs.12111,https://booksc.org/s/?q=10.1002/aocs.12111,issue information
15490,2020,,Issue Information,10.1002/aocs.12430 ,https://sci-hub.se/10.1002/aocs.12430,https://booksc.org/s/?q=10.1002/aocs.12430,issue information
15959,2017,,Issue Information - TOC,10.1002/jts.22165 ,https://sci-hub.se/10.1002/jts.22165,https://booksc.org/s/?q=10.1002/jts.22165,issue information
15959,2018,,Issue Information - Aims and Scope,10.1002/jts.22266 ,https://sci-hub.se/10.1002/jts.22266,https://booksc.org/s/?q=10.1002/jts.22266,issue information
15959,2018,,Issue Information - TOC,10.1002/jts.22265 ,https://sci-hub.se/10.1002/jts.22265,https://booksc.org/s/?q=10.1002/jts.22265,issue information
15959,2019,,Issue Information - TOC,10.1002/jts.22382 ,https://sci-hub.se/10.1002/jts.22382,https://booksc.org/s/?q=10.1002/jts.22382,issue information
15959,2020,,Issue Information â TOC,10.1002/jts.22511 ,https://sci-hub.se/10.1002/jts.22511,https://booksc.org/s/?q=10.1002/jts.22511,issue information
16694,2018,,Issue Information,10.1002/lipd.12031 ,https://sci-hub.se/10.1002/lipd.12031,https://booksc.org/s/?q=10.1002/lipd.12031,issue information
16694,2019,,Issue Information,10.1002/lipd.12059 ,https://sci-hub.se/10.1002/lipd.12059,https://booksc.org/s/?q=10.1002/lipd.12059,issue information
16694,2020,,Issue Information,10.1002/lipd.12158 ,https://sci-hub.se/10.1002/lipd.12158,https://booksc.org/s/?q=10.1002/lipd.12158,issue information
17326,2017,,"Introducing New Members of the Editorial Board ofMetallography, Microstructure, and Analysis",10.1007/s13632-017-0334-0 ,https://sci-hub.se/10.1007/s13632-017-0334-0,https://booksc.org/s/?q=10.1007/s13632-017-0334-0,editorial board
17326,2020,,"Introducing New Members of the Editorial Board of Metallography, Microstructure, and Analysis",10.1007/s13632-020-00616-7 ,https://sci-hub.se/10.1007/s13632-020-00616-7,https://booksc.org/s/?q=10.1007/s13632-020-00616-7,editorial board
17969,2017,,Issue Information,10.1111/nejo.12166 ,https://sci-hub.se/10.1111/nejo.12166,https://booksc.org/s/?q=10.1111/nejo.12166,issue information
17969,2018,,Issue Information,10.1111/nejo.12205 ,https://sci-hub.se/10.1111/nejo.12205,https://booksc.org/s/?q=10.1111/nejo.12205,issue information
17969,2019,,Issue Information,10.1111/nejo.12237 ,https://sci-hub.se/10.1111/nejo.12237,https://booksc.org/s/?q=10.1111/nejo.12237,issue information
17969,2020,,Issue Information,10.1111/nejo.12291 ,https://sci-hub.se/10.1111/nejo.12291,https://booksc.org/s/?q=10.1111/nejo.12291,issue information
19075,2017,,Issue information,10.1111/pirs.12263 ,https://sci-hub.se/10.1111/pirs.12263,https://booksc.org/s/?q=10.1111/pirs.12263,issue information
19075,2018,,Issue information,10.1111/pirs.12322 ,https://sci-hub.se/10.1111/pirs.12322,https://booksc.org/s/?q=10.1111/pirs.12322,issue information
19075,2019,,Issue information,10.1111/pirs.12385 ,https://sci-hub.se/10.1111/pirs.12385,https://booksc.org/s/?q=10.1111/pirs.12385,issue information
19075,2020,,Issue Information,10.1111/pirs.12452 ,https://sci-hub.se/10.1111/pirs.12452,https://booksc.org/s/?q=10.1111/pirs.12452,issue information
19864,2017,Takashi Noda,New editorial board,10.1007/s10144-016-0567-9 ,https://sci-hub.se/10.1007/s10144-016-0567-9,https://booksc.org/s/?q=10.1007/s10144-016-0567-9,editorial board
19864,2019,,Issue Information,10.1002/1438-390X.1028 ,https://sci-hub.se/10.1002/1438-390X.1028,https://booksc.org/s/?q=10.1002/1438-390X.1028,issue information
19864,2020,,Issue Information,10.1002/1438-390x.12011 ,https://sci-hub.se/10.1002/1438-390x.12011,https://booksc.org/s/?q=10.1002/1438-390x.12011,issue information
20910,2017,,Issue Information,10.1002/rmb2.12000 ,https://sci-hub.se/10.1002/rmb2.12000,https://booksc.org/s/?q=10.1002/rmb2.12000,issue information
20910,2018,,Issue Information,10.1002/rmb2.12057 ,https://sci-hub.se/10.1002/rmb2.12057,https://booksc.org/s/?q=10.1002/rmb2.12057,issue information
20910,2019,,Issue Information,10.1002/rmb2.12215 ,https://sci-hub.se/10.1002/rmb2.12215,https://booksc.org/s/?q=10.1002/rmb2.12215,issue information
20910,2020,,Issue Information,10.1002/rmb2.12276 ,https://sci-hub.se/10.1002/rmb2.12276,https://booksc.org/s/?q=10.1002/rmb2.12276,issue information
21641,2017,,Issue Information - TOC,10.1111/risa.12715 ,https://sci-hub.se/10.1111/risa.12715,https://booksc.org/s/?q=10.1111/risa.12715,issue information
21641,2018,,Issue Information - TOC,10.1111/risa.12905 ,https://sci-hub.se/10.1111/risa.12905,https://booksc.org/s/?q=10.1111/risa.12905,issue information
21641,2019,,Issue Information - TOC,10.1111/risa.13147 ,https://sci-hub.se/10.1111/risa.13147,https://booksc.org/s/?q=10.1111/risa.13147,issue information
21641,2020,,Issue Information â TOC,10.1111/risa.13645 ,https://sci-hub.se/10.1111/risa.13645,https://booksc.org/s/?q=10.1111/risa.13645,issue information
22403,2017,,Issue Information,10.1111/socf.12311 ,https://sci-hub.se/10.1111/socf.12311,https://booksc.org/s/?q=10.1111/socf.12311,issue information
22403,2018,,Issue Information,10.1111/socf.12385 ,https://sci-hub.se/10.1111/socf.12385,https://booksc.org/s/?q=10.1111/socf.12385,issue information
22403,2019,,Issue Information,10.1111/socf.12454 ,https://sci-hub.se/10.1111/socf.12454,https://booksc.org/s/?q=10.1111/socf.12454,issue information
22403,2020,,Issue Information,10.1111/socf.12606 ,https://sci-hub.se/10.1111/socf.12606,https://booksc.org/s/?q=10.1111/socf.12606,issue information
25016,2017,,Issue Information,10.1111/tri.12836 ,https://sci-hub.se/10.1111/tri.12836,https://booksc.org/s/?q=10.1111/tri.12836,issue information
25016,2018,,Issue Information,10.1111/tri.13025 ,https://sci-hub.se/10.1111/tri.13025,https://booksc.org/s/?q=10.1111/tri.13025,issue information
25016,2019,,Issue Information,10.1111/tri.13497 ,https://sci-hub.se/10.1111/tri.13497,https://booksc.org/s/?q=10.1111/tri.13497,issue information
25016,2020,,Issue Information,10.1111/tri.13736 ,https://sci-hub.se/10.1111/tri.13736,https://booksc.org/s/?q=10.1111/tri.13736,issue information
